Mie Scattering and Absorption for 50Au_50Ag 30nm Sphere
Wavelength(nm)  Scattering_Cross(µm²)  Absorption_Cross(µm²)
270.00 0.000031 0.000714
280.00 0.000027 0.000668
290.00 0.000023 0.000628
300.00 0.000020 0.000593
310.00 0.000017 0.000564
320.00 0.000015 0.000541
330.00 0.000013 0.000524
340.00 0.000012 0.000514
350.00 0.000011 0.000510
360.00 0.000010 0.000513
370.00 0.000009 0.000523
380.00 0.000009 0.000540
390.00 0.000009 0.000565
400.00 0.000009 0.000599
410.00 0.000009 0.000647
420.00 0.000011 0.000702
430.00 0.000013 0.000732
440.00 0.000014 0.000691
450.00 0.000014 0.000575
460.00 0.000012 0.000438
470.00 0.000011 0.000322
480.00 0.000009 0.000237
490.00 0.000008 0.000178
500.00 0.000006 0.000136
510.00 0.000005 0.000107
520.00 0.000005 0.000086
530.00 0.000004 0.000070
540.00 0.000004 0.000058
550.00 0.000003 0.000049
560.00 0.000003 0.000042
570.00 0.000003 0.000037
580.00 0.000002 0.000032
590.00 0.000002 0.000028
600.00 0.000002 0.000025
610.00 0.000002 0.000023
620.00 0.000002 0.000021
630.00 0.000001 0.000019
640.00 0.000001 0.000017
650.00 0.000001 0.000016
660.00 0.000001 0.000015
670.00 0.000001 0.000013
680.00 0.000001 0.000013
690.00 0.000001 0.000012
700.00 0.000001 0.000011
710.00 0.000001 0.000010
720.00 0.000001 0.000010
730.00 0.000001 0.000009
740.00 0.000001 0.000009
750.00 0.000001 0.000008
760.00 0.000001 0.000008
770.00 0.000001 0.000007
780.00 0.000001 0.000007
790.00 0.000000 0.000007
800.00 0.000000 0.000007
810.00 0.000000 0.000006
820.00 0.000000 0.000006
830.00 0.000000 0.000006
840.00 0.000000 0.000006
850.00 0.000000 0.000005
860.00 0.000000 0.000005
870.00 0.000000 0.000005
880.00 0.000000 0.000005
890.00 0.000000 0.000005
900.00 0.000000 0.000005
910.00 0.000000 0.000004
920.00 0.000000 0.000004
930.00 0.000000 0.000004
940.00 0.000000 0.000004
950.00 0.000000 0.000004
960.00 0.000000 0.000004
970.00 0.000000 0.000004
980.00 0.000000 0.000004
990.00 0.000000 0.000004
1000.00 0.000000 0.000003
1010.00 0.000000 0.000003
1020.00 0.000000 0.000003
1030.00 0.000000 0.000003
1040.00 0.000000 0.000003
1050.00 0.000000 0.000003
1060.00 0.000000 0.000003
1070.00 0.000000 0.000003
1080.00 0.000000 0.000003
1090.00 0.000000 0.000003
1100.00 0.000000 0.000003
1110.00 0.000000 0.000003
1120.00 0.000000 0.000003
1130.00 0.000000 0.000003
1140.00 0.000000 0.000003
1150.00 0.000000 0.000003
1160.00 0.000000 0.000002
1170.00 0.000000 0.000002
1180.00 0.000000 0.000002
1190.00 0.000000 0.000002
1200.00 0.000000 0.000002
